coin,metric,2024-11-20,2024-11-21,2024-11-22,2024-11-23,2024-11-24,2024-11-25,2024-11-26,2024-11-27,2024-11-28,2024-11-29,2024-11-30,2024-12-01,2024-12-02,2024-12-03,2024-12-04,2024-12-05,2024-12-06,2024-12-07,2024-12-08,2024-12-09,2024-12-10,2024-12-11,2024-12-12,2024-12-13,2024-12-14,2024-12-15,2024-12-16,2024-12-17,2024-12-18,2024-12-19,2024-12-20,2024-12-21,2024-12-22,2024-12-23,2024-12-24,2024-12-25,2024-12-26,2024-12-27,2024-12-28,2024-12-29,2024-12-30,2024-12-31,2025-01-01,2025-01-02,2025-01-03,2025-01-04,2025-01-05,2025-01-06,2025-01-07,2025-01-08
mantle,prices,0.7361,0.7213,0.7968,0.8628,0.8663,0.8548,0.8358,0.8123,0.8772,0.8687,0.8777,0.9068,0.9288,0.9098,0.9087,1.0523,1.1229,1.1466,1.1601,1.2574,1.14,1.1856,1.3581,1.2705,1.2593,1.2323,1.2421,1.2122,1.1876,1.0936,1.172,1.274,1.1584,1.1625,1.2079,1.2466,1.2358,1.1722,1.1915,1.2091,1.2026,1.2065,1.2492,1.2534,1.3488,1.3757,1.3806,1.3984,1.3554,1.23865
mantle,total_volumes,115931812.18877785,118634671.94717686,176624765.8869694,138688678.37554342,139527245.1984607,121531767.00965689,147804065.05402526,140991280.06433216,155788745.58164772,117072593.84312418,106026805.50058843,126237476.00734742,154415542.27683094,188639428.42272648,178127263.53150454,422020977.7570189,264946836.57633126,217418365.7766158,117425263.65768519,253205153.4954381,266558306.82415244,351834554.58327776,210412211.92348254,190715593.09552076,119855398.16691643,131883495.51924208,102373280.00261572,147653822.1946096,146951366.38962504,213283387.0506289,320574279.87210965,320510936.6826092,218215884.78161734,170667720.97579023,151320776.57832587,147061628.824131,145745315.93609563,127755679.9509566,157141742.9822882,75329095.37734748,52126120.88567352,106896704.52969517,142688518.0171358,117838829.87094973,146899472.04031292,144948284.7697403,100255883.77144445,89457929.21515167,136379400.0936569,172144936.0246991
mantra-dao,market_caps,3491849163.6260605,3455847667.650103,3401217706.6927342,3497229665.4668636,3310274606.5961947,3288007841.076105,3173687567.918688,3258721197.2928085,3162046817.1118174,3154226550.864679,3137008429.678703,3219068693.39453,3189587820.4962134,3255630772.661554,3672980070.9491386,3579221027.428212,3659147130.9592314,3732390666.882584,3749990464.0296965,3956746474.29034,3359091545.792547,3776962266.8130445,4024812239.700081,3792857284.663134,3676721772.245224,3665026406.206884,3669733657.875831,3735024045.8254275,3793834811.6736875,3704560911.4734073,3793355274.368458,3617220775.826056,3466355420.9186106,3512479312.459473,3572553054.822907,3612884034.5147743,3597396262.813125,3465131229.6989446,3493047331.2237306,3499056801.4497943,3479305979.5945024,3268947134.587891,3666542503.7701774,3626018455.403738,3734951238.385659,3770079796.686644,3809312969.770968,3752232667.8668103,3916354694.272104,3685312168.684969
mantra-dao,prices,3.8747,3.8317,3.773,3.8768,3.6693,3.6414,3.519,3.6076,3.5007,3.4879,3.4645,3.5577,3.5254,3.5956,3.9314,3.8269,3.89,3.9623,3.9758,4.2016,3.5714,4.0143,4.2654,4.0186,3.8916,3.8785,3.8796,3.9491,4.0096,3.9183,3.9975,3.8192,3.661,3.6962,3.7613,3.8096,3.7906,3.6443,3.6741,3.6772,3.6558,3.4362,3.8259,3.7825,3.8928,3.9313,3.9714,3.9126,4.0861,3.8418
mantra-dao,total_volumes,466157030.4227492,287297377.35822606,295763203.30317575,359411147.20304215,207498376.72784448,165232957.2948668,137204683.98423094,236265784.37697214,112107172.91014203,96342343.96470205,111850662.90360248,152443985.3731659,97414371.79533523,215407055.24970907,372005386.4168075,209857737.68378776,185591315.79138082,127648581.17229614,54453822.48812148,132190664.63615078,292433674.7014995,288593576.9144699,318174198.4312717,112464738.74904503,94288143.71020028,121802621.43121438,99682410.4787804,188211051.3989478,103517375.80042094,102016729.86224769,219313009.72739455,178628690.59597227,94156529.79605635,59046692.032234326,68036368.6523491,41444813.079682216,39677562.15683997,39002177.63963643,36081058.57397696,29302836.31080591,40055442.59854632,51755230.0141456,76512702.7580075,34674194.53425589,44933638.268223554,39684326.16326915,42029755.327169724,36399553.745799,48157472.82757473,59248776.12551418
monero,market_caps,2982557457.829217,2960211103.4323707,2969874857.32536,2992072837.4338713,2975075426.305344,2998319350.776157,2878927608.9033384,2978357918.7660294,2881597624.267102,2940739324.563115,2934201550.9861054,3008355780.258052,3001780730.261454,3205368196.0677557,3693796878.927886,3628690954.3079333,3561868752.376261,3645252844.7516184,3703575494.010864,4112759400.44433,3237217380.965911,3288389728.860224,3660841272.6956415,3687759598.7436132,3819353665.7769327,3854116517.38595,4097535628.1423182,3906943963.8258324,3920108816.4683213,3922869325.2006,3589748383.103478,3588611945.159808,3369977038.6194806,3513692459.056251,3520664838.2650957,3496811424.765065,3524298241.779725,3488223804.1457896,3554042284.6757407,3631331952.9070487,3547457427.681,3515937724.483585,3570453176.7274995,3598807147.3764496,3636915776.75496,3706005874.440059,3586531741.2083387,3629803404.543185,3760480571.9008446,3631212100.910369
monero,prices,161.546,160.5382,161.0494,162.2006,161.4605,162.5358,156.1839,161.3901,156.2372,159.446,159.0984,163.0363,162.8568,173.7443,200.9448,196.3722,193.4818,198.0325,200.7594,222.8007,175.6929,178.6953,198.4546,200.1404,207.1438,209.0105,222.3369,211.7999,212.4947,212.7263,194.1069,195.4081,183.2597,190.11,190.5692,189.5688,191.005,188.6323,192.7572,196.7151,192.4319,190.5746,193.5379,195.3166,197.0993,200.9097,194.2788,196.7705,203.9022,196.2379
monero,total_volumes,147751742.2309793,79284435.8699622,85447795.4063304,72083333.59890921,75733352.62086464,69969244.00333934,101186272.71416105,131448818.7432941,111268096.412732,69885444.6188522,101352427.84975465,89397071.28817478,81155501.97358061,146452311.55052963,230290659.19312793,227183541.2795365,189534980.49062347,108908755.4165504,89859658.05478919,119756644.94908802,179317549.15377074,168360873.8846285,122289282.19394426,141884039.4939797,154369934.91915688,113854099.48104985,116588071.13741396,157851085.53732362,127257150.01265126,146731420.25361228,139863839.5103508,183387175.9699825,86148622.88421512,106236360.91273275,78902531.52922334,63809832.594044596,70786354.16589671,58750406.39460442,56665689.5792866,49585848.233020455,45851748.99312147,56547584.76141166,50866350.11289825,29596675.67773021,39512039.38607464,56800187.03830805,54201732.80502654,61205106.331176944,62476943.28540853,68188802.58258547
near,market_caps,7044196628.048076,6700099732.911576,7053327565.8630905,7510193781.766911,7538538755.081155,8460464679.58602,7850359181.957732,7968357271.7172985,8324847837.216614,8596003382.370468,8512670091.196989,8545569984.792896,8435236601.450998,9030410509.02393,8977827949.54165,9091521804.590822,9341940370.400919,9773034191.644295,9469483317.603174,9586819808.979258,7953419678.085521,7820839558.001606,8329682983.440949,8396025300.668683,8381438411.993259,8141905776.5344305,8392534589.874371,8080112388.109154,7766564760.96051,6946257430.975659,6378749137.612752,6501852800.243796,6090829392.689892,6135813275.280116,6608625081.097747,6761119325.804467,6626442437.7558155,6194102699.4914465,6218148991.959973,6484130793.902003,5987167981.671378,5868109463.185765,5730669350.498929,6160573286.723639,6347115841.326712,6767365224.152678,6772980745.237954,6920120183.679224,6998402703.421019,6106032018.210872
near,prices,5.7859,5.5005,5.7914,6.1637,6.1892,6.9169,6.4572,6.5485,6.8341,7.0562,6.9847,7.0129,6.9276,7.4181,7.3774,7.4683,7.6637,8.0241,7.7642,7.8791,6.5304,6.4261,6.8393,6.8992,6.8821,6.6805,6.8832,6.6265,6.3728,5.7057,5.2329,5.3461,5.0069,5.0285,5.4262,5.5572,5.4401,5.0841,5.1059,5.3237,5.1314,5.031,4.9058,5.2756,5.4304,5.7933,5.7963,5.9103,6.0008,5.21955
near,total_volumes,663660495.9683801,678727467.5327032,913547582.8615855,962087908.3808987,1543655158.5060017,1823459813.6220791,1572801776.4232926,1193482190.4633389,998475538.4461929,844851781.925113,628779484.7138883,750741684.2873253,677355710.7873251,1395494819.796872,1752321922.1042397,1412433292.819121,1518759097.389191,1265378930.8400204,647746037.1700581,648923469.0742722,1352591795.669155,1648998182.8302495,723119624.8120261,894886427.9008524,625581981.4629089,469557380.0860582,409952082.66111916,618149736.6631713,836966098.8179376,1112495121.7281275,2195034512.2366424,2382875884.3101373,1649850489.0060031,1413145158.8398643,1027597733.1773754,512136073.81812364,335812757.191163,304344953.83730835,324629780.80913186,223230021.14474282,235843516.336917,324091329.0189619,235008344.21231157,279538012.3923104,327553119.14656746,396613124.5830944,292004648.03975064,281048206.04546255,418857808.9077887,390336119.63507855
pepe,market_caps,8289466890.889188,7940605784.491705,8751990597.967306,8638742984.424643,8599837815.028193,8525546924.744846,7992196958.936273,7662578522.2956,8332410904.220977,8343973017.46267,8631051616.535486,8531331027.672547,9417457379.013083,8576730308.309902,8590083748.176264,9047453641.046816,9022161007.397959,9114488201.787868,10641234466.066359,11100016888.077148,10993556593.913324,9915742746.811436,10606047431.568634,9952728130.04769,10392355805.125612,9796618526.752007,10192436444.871473,9921323479.992308,9407512743.324863,8159964586.745919,7252442886.533801,7436952416.547621,7308700999.819836,7493420670.649582,7765961532.06577,8109771220.411851,7792424179.617825,7311373161.820718,7498130683.458366,7883595762.062009,7520123897.965798,7698661154.207606,8364151410.169346,8150434382.651619,8611988849.327724,9064091182.218143,8903211644.445118,8726700386.242096,8727610157.550953,7666004656.146129
pepe,prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pepe,total_volumes,4855869060.63407,4565590436.958843,6923556487.616974,4602115480.148706,6155425941.298072,3759475440.667537,3924038366.042559,3541769493.2689385,3556225868.6981707,2872692494.0980887,3920286329.404824,2892544474.8431425,5652198374.362941,5561282752.15499,3899938787.4440684,5330563799.006564,5882341387.879597,3831732563.295143,7290344649.178574,7211072169.893938,12898102848.09907,10839218277.5908,6416179533.943991,4312202703.027367,3045588845.2153034,2103347846.2835865,2091209494.0526664,3417838809.87256,2323021800.8076816,3200883401.9600897,4679522345.310593,5175001318.187036,3730301148.6399264,2562535730.9777083,2435632224.5942235,2097792070.207463,1875868220.1070755,1696135323.132032,1672470424.1940782,1257494184.7870417,1173749747.708954,1801682678.9929235,3644889704.8586545,2022115715.930436,2627334146.5641065,1958558131.2356813,1549345426.699552,1065773935.3368908,1491099845.2370727,1765255406.4805431
polkadot,market_caps,8349661755.924848,8267138566.641188,8549820682.898639,9565626203.58589,12215884515.185947,12732678850.312284,11867066732.072239,11618151585.811499,12896610642.448778,13124787354.836481,13694855320.51304,13682093690.490286,14137401931.612473,15262225003.09778,15013385163.692583,16041273604.544933,15917502411.847876,16376367854.135273,16226431918.98235,15853661039.376863,12949449299.629826,12749655350.51308,13711010810.045668,13706190552.902285,13769112072.590532,13012728999.45761,13785207920.906765,13337128138.168434,12878507706.81956,11707143326.348003,10657595016.082409,11078107314.74053,10565319086.16197,10405418079.72872,11198191077.047335,11502434769.709047,11404977617.909649,10550541237.70679,10494234540.429379,10818859505.226204,10454538701.531261,10180469171.934875,10113205041.606663,10673880771.136974,10925492560.691156,11786401551.44405,11719603154.711365,11696424181.763823,11809488519.493692,10376757122.718853
polkadot,prices,5.8001,5.7375,5.9383,6.6546,8.4806,8.8289,8.2322,8.0556,8.4704,8.6259,9.0131,8.9875,9.2844,10.0254,9.8645,10.5385,10.4527,10.7336,10.6426,10.4351,8.5147,8.3766,9.007,9.0219,9.0454,8.5484,9.0541,8.7606,8.4529,7.698,7.0001,7.2935,6.9534,6.8242,7.3564,7.5694,7.496,6.9308,6.8958,7.1024,6.8676,6.6942,6.6423,7.0118,7.1726,7.743,7.6963,7.6833,7.7692,6.8014
polkadot,total_volumes,488269957.8959976,687052869.1167806,710691533.643031,1118565130.8956618,4029832919.4948745,3709827995.529082,1550682343.1341267,1214932052.7371671,1018435760.7287474,819754943.0331972,976203391.5740867,1093033294.820603,923956917.545601,2050161865.9738822,2223009230.6595035,2885366549.389038,2007633321.8874154,1264054442.1907916,924742704.82399,820777740.2858694,1756719957.9662366,1511755290.733215,1075653941.8503048,1199636035.5106063,809569054.7612625,720935407.6425378,803662092.7429317,768727744.2477787,564741492.5826279,774908737.368565,1086124837.3431895,1021964776.574753,612239126.334296,449643193.4693805,539764573.1630613,433986333.65930504,315870291.77983326,347681284.73239106,345531732.7427434,230066007.55433878,216122629.28481495,352231593.47555494,229365519.02511942,247755276.023767,309000049.86166275,539342851.0007907,304399076.52685183,245541864.96516636,402221938.4758566,504580782.58137405
polygon-ecosystem-token,market_caps,3454936594.956563,3456526983.6528716,3602685571.602766,3921616658.0051537,4528014018.582206,4574893442.920263,4364095117.323547,4246089340.8018546,4673322481.155114,4553126765.399159,4719166779.699297,4829529048.631125,4863330576.925038,5211315701.101151,5696949226.698931,5922960916.317659,5705537354.257766,5986951855.05862,5863584782.427956,5892458483.339651,4884843192.7128725,4840819204.775247,5256448245.915636,5212804286.542885,5181948519.415972,5024325749.559078,5159484263.457779,4987466967.109828,4759156161.204993,4357894720.932266,4026795128.163666,4189545485.5359197,3960749096.9869485,3962740373.612038,4202306520.2033596,4434274212.794728,4326421968.016509,3997214821.999181,4016648764.381849,4101559496.929932,3916885559.60824,3862302415.282973,3793210746.938604,3967985571.555859,4065173739.3327436,4352303205.892764,4411431819.032793,4347054694.986687,4402577967.594212,3860645654.511028
polygon-ecosystem-token,prices,0.4339,0.4335,0.4532,0.492,0.5685,0.5734,0.5477,0.5277,0.5807,0.5645,0.5857,0.5988,0.6026,0.647,0.7025,0.7097,0.6836,0.7163,0.7012,0.7064,0.5848,0.5793,0.6294,0.6246,0.6199,0.6008,0.6177,0.5942,0.5657,0.5179,0.4772,0.4981,0.4726,0.4724,0.5002,0.5286,0.515,0.4754,0.4785,0.4885,0.4664,0.4608,0.4517,0.4726,0.4837,0.5178,0.5247,0.517,0.5244,0.4586
polygon-ecosystem-token,total_volumes,276326608.1904033,407447378.66305006,425482718.1829763,591441437.8160288,1305057577.9854636,805038114.5502924,762677956.7341717,569048590.7919981,453944565.2832433,311314717.12122196,246155328.29868454,374922423.8723419,364232315.01826936,991408035.3023363,1552618758.0403552,863087583.6448879,694803938.706432,481784558.7229848,283449575.34602034,265229294.1910754,739557604.4632946,667174075.3769199,383555993.9278907,396336289.8876441,290382213.6696611,190820282.9411683,191478056.42651793,249702660.0481487,240147496.1722076,332662564.08829737,384601886.5013088,381734159.9539143,208058264.91220358,165750506.88729718,200613285.56806526,173890308.455579,121937312.77423573,130283842.55084151,138327401.24409324,102308378.00580697,88384306.0524114,136572913.36633658,130549487.92687036,106021981.50728245,120523987.69539471,141587586.11022016,124687831.5710709,102290907.42810664,144988188.59278092,135143905.22523654
render-token,market_caps,4083329497.0180593,3849404772.9558997,3821353459.5269246,3910702340.835363,3966585717.121288,4166639344.1760025,3876443844.026949,3845063330.19302,4108163441.535425,4446120791.341158,4539884151.818651,4595692671.474104,4516019829.437144,4487124671.246388,4654106163.374722,4482246631.798909,5229947472.971224,5426505547.723443,5336573117.189335,5334148205.843041,4620149166.246605,4523676604.381433,4967128753.41107,4906471026.667792,4858585039.348209,4696497533.575985,4841396991.041001,4615879193.5319195,4410339747.929121,4033034148.972258,3771056637.45856,3821917208.3960714,3665550945.2851667,3638322398.5130005,3949694731.8346477,4052407969.5880466,3903384042.4628773,3680711527.848166,3612836245.892277,3698887466.503856,3542175154.7239447,3531185656.6814294,3515060973.511389,3707993382.535226,3956615177.4703684,4165861962.923454,4178705158.5211296,4296830240.311996,4595891902.818121,3979679208.039235
render-token,prices,7.8881,7.4328,7.3823,7.5539,7.6637,8.0474,7.498,7.4246,7.9324,8.5834,8.7693,8.8763,8.7279,8.6795,8.9749,8.6569,10.0824,10.4864,10.2963,10.3166,8.9351,8.7425,9.585,9.4777,9.3863,9.0715,9.3505,8.915,8.5109,7.783,7.2856,7.3825,7.1027,7.0155,7.6296,7.8318,7.5503,7.1034,6.9821,7.1423,6.8443,6.8249,6.7886,7.1633,7.6377,8.0467,8.0677,8.2968,8.8827,7.6732
render-token,total_volumes,465869596.1277997,450740241.57301396,464551095.4064788,341448826.8976547,485796832.4218876,488327992.72926337,444437887.77068895,331724407.32411355,277367470.7460149,548417804.9479653,389777634.03568655,333697012.8191034,218766931.51120266,462868237.87661844,550557717.2926115,462834378.14022934,2431882518.4886975,899520363.3081844,256354289.31756848,219769572.4488322,619007669.6697439,559957557.5378366,437714701.12813735,335172734.3701053,258226036.56733903,183091396.463148,179202956.65359467,326593882.7553192,220849950.28179744,300764237.45354,374915751.7203748,450867544.4775314,247488314.47287682,156318013.4291992,196201858.05872563,187519132.45615938,121214191.54774535,113502209.32925169,129360568.4053788,89116619.92163378,76319436.73517369,138269094.07475135,120888583.88548337,97753359.53234561,180937014.0730367,160197497.66713494,135735100.86922967,118494308.11403212,326026002.8831766,276132653.9277214
ripple,market_caps,62700374445.7609,63050379292.97722,69932142127.89014,83112386522.4217,83300744233.09833,81614292718.7067,80506265953.6803,79759951140.23747,83883091379.35777,87107084090.89493,103191548907.76518,110604358349.34161,130208395250.7976,154571837988.4362,144192803084.12503,133851646266.63329,128679678709.415,137876201991.56064,148089387443.7888,149556382944.37164,126541301099.97853,134366804425.19778,137137516260.63844,134039705285.1272,138341252309.82007,137201303559.24551,140694946111.10138,142688879208.51086,146207554966.0596,131273275335.39302,129714340650.10556,129981103119.06401,127675851842.47113,126002620224.90738,129118625050.65549,133008444957.98181,131574173973.22885,123818838011.45384,122935306457.48709,125229822421.2995,120314515334.02428,117950842451.00076,119440097047.7968,132989230251.90656,138114900580.5372,140904684872.33817,139171492627.42844,138016718840.73596,138948192568.01584,131081102340.13261
ripple,prices,1.1012,1.1071,1.2324,1.4609,1.4647,1.4317,1.4139,1.3995,1.4724,1.5322,1.809,1.9394,2.2863,2.7088,2.5319,2.3476,2.2545,2.4172,2.5927,2.6181,2.2158,2.3535,2.4009,2.3429,2.4203,2.3978,2.4558,2.4936,2.5562,2.2977,2.2553,2.274,2.2366,2.1983,2.2549,2.3274,2.2972,2.1541,2.1416,2.1809,2.0957,2.0567,2.0793,2.3151,2.4046,2.4549,2.4239,2.4039,2.4192,2.2795
ripple,total_volumes,5476363653.953676,7141998955.816309,11144862558.116425,17433244692.12234,17125117613.056425,13367222473.504513,12629382786.491205,10442232771.880827,8681413551.471949,6394089240.385964,14120989557.306025,18118226774.28636,18435365983.17054,53820003124.51403,37957094663.228096,24079777836.582573,22923661364.318054,12689093602.056667,13898192078.521193,10399952121.56792,20516080397.568897,29173861101.339516,15899075206.770046,11764450479.740368,10210708750.872633,8261437423.651819,6560100595.864213,13981664984.767004,14678437514.774538,19736815651.813995,21062431962.10383,24697654647.91057,13839484154.079449,10514832661.665255,9514499269.525232,5432535821.124748,3322151976.469681,4873873373.23111,4902016228.946082,2525595970.0449395,2675953522.389836,6059015353.124691,4128284760.622494,6878704641.749808,7459376387.38519,5864224741.784014,4561813417.310058,4325348371.227318,4601519396.54358,6614938736.288787
shiba-inu,market_caps,14624731342.46432,14108335124.889599,14611999447.559832,14961208815.134111,15286288940.079473,15161433440.64276,14600929345.844187,14348343032.837368,15151180604.413876,15027461901.457972,15355235179.714285,15760764689.44131,18157966944.724003,17539920334.771053,16894548779.083267,19285709676.437054,18038062043.068844,18173100264.89394,18908977540.31608,19039123090.536972,16141931894.471827,15997356520.682108,16964875559.237953,16567282857.837856,16766333800.13849,16175558402.969425,16471779439.172646,16069169548.84091,15495539470.119576,14134043525.879683,12792838490.679623,13251484759.722189,12765708172.697773,12669545054.522852,13239929902.333052,13842731050.514143,13479140500.005342,12678447766.132965,12741741337.508116,13044099501.882565,12625269622.79003,12423225209.450556,12469739480.389797,12732516542.332697,13494363230.851183,14362064759.174414,14335620052.087835,14109392608.467659,14152281376.912848,12739529551.62213
shiba-inu,prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shiba-inu,total_volumes,2106038698.0830853,1433921050.7712135,1481199118.2358973,1950375733.4942667,4181035291.068199,2728871977.539677,1652943219.5927367,1004359305.4403182,1030772300.8774147,1021408716.5900823,1159040893.558587,1645785287.38262,8356213393.316411,4396617604.40874,3336127252.2850204,4443196440.591513,5005452378.460151,1837398800.5944355,2419815881.328114,2077937741.435265,3341903590.929778,3040610164.802587,2011455100.6576715,1527805312.178744,975132370.8351926,912153652.3000273,656454804.0203631,979598294.0760771,704096734.6568404,1296058976.650975,1622057880.3212247,1717475210.9646518,1028941184.8847066,627421373.1024023,714527518.6753346,624858014.0838653,576227276.8518229,511015851.4780561,468042375.38966274,313910950.0163809,387252123.647975,502101683.8692236,477095343.78173476,342270336.4078926,560781149.5272583,712662396.4326174,580677710.0451607,418242726.09733075,571869682.9445761,654488022.3721666
solana,market_caps,112928994362.1699,112008978842.06454,122060813280.85324,121664259170.88939,120859540109.97667,120502230128.64162,111344542068.44252,109620678337.06673,115105327487.59502,112826136421.60674,115695831971.57478,113136826188.84282,112858141484.31874,107159640532.60336,111849188040.85468,108895156641.66345,112780864777.68202,112628691231.92856,113839345705.58537,113135754973.99297,103658784770.72432,101631048226.2473,108729401497.31157,108699878063.44142,107552367996.59578,105315505829.8883,107667694926.24757,103890617385.6761,106838498036.11574,98187529554.2457,93450456552.31743,92885810388.18964,86608023116.47685,86503599316.97266,91042236757.00714,94580217212.31563,94663647605.30154,90223406707.14066,88113693164.8477,93472385728.09871,91097223580.56879,91400962709.76645,91478338043.51134,93458487148.00087,100434907190.98921,105094794982.75977,104689355900.12187,103130316780.37645,105522704111.37778,96149302232.96683
solana,prices,237.9133,236.0401,257.2507,256.2479,254.699,253.6389,234.5375,230.7791,242.4668,237.6527,243.7009,238.1635,237.5472,225.5284,234.9926,229.0667,237.3009,237.0065,238.8933,237.5785,217.6174,213.5269,227.0731,227.0257,224.5955,219.8718,224.5366,216.5154,222.7403,205.3633,194.902,194.122,181.0289,180.153,189.8422,197.501,197.3577,188.1446,183.7487,194.8277,189.9284,190.7007,189.4517,193.6468,207.8786,217.6473,216.6836,213.4482,218.421,198.59795
solana,total_volumes,8433368277.4585285,8823415601.787249,14028640651.231201,9312488228.35439,8833978840.183693,6901354952.3071165,8666830055.465332,9750668817.715805,7109836475.670383,5255693436.08845,5755025280.657502,4804502975.567071,5045595846.945474,9899598134.99005,10452192112.243505,8783744907.42495,12602226714.283775,8922633455.40031,5251587540.533853,4395374812.781921,11429229527.743338,11187514118.859241,7555103206.1240225,6550517085.993641,5161260053.695949,3877459092.60342,3942318066.518842,6624387280.0088625,7985124597.628129,8480297085.511605,10468690590.802677,12107653719.181095,6815137488.7062845,5182484546.123343,6301604625.525055,4227931012.2157845,3348485302.259563,3632161406.3318877,3493249464.36059,2617139754.420275,2637965244.6069903,3958275830.342855,3962483816.1795225,2824600478.597266,5084254052.257431,4911221653.277528,3044194454.6550207,3048234520.4287724,4309097910.341224,5460098659.896367
staked-ether,market_caps,30459122601.337486,30048129027.62737,32933541136.258984,32567734705.407055,33246104630.938625,32879104987.35192,33423539649.72071,32542715352.34392,35888156364.05421,35078327842.94574,35241630868.243484,36439282386.01828,36431151229.011055,35802266747.5052,35693855310.53785,37797738138.1503,37345508974.50756,39446446905.44819,39343222393.382706,39460803871.5761,36493818136.87917,35662653440.970345,37658590329.030365,38060750335.599434,38311697207.32146,37870336045.01171,38738637206.608925,39077731853.57343,37977918563.664345,35498267593.77697,33592171090.416267,33869770610.897717,32459188271.530266,31773609039.886806,33017295480.193966,33830811968.06419,33783202869.242184,32175042925.64742,32167680913.381992,32834827803.818165,32408780547.19686,32451508114.387703,32214147116.724037,32302715018.78538,33249270417.15207,34753883914.77448,35260242919.670296,35004227920.938416,35508850355.510445,31994868081.620853
staked-ether,prices,3111.2961,3069.3357,3363.504,3326.8604,3396.03,3358.0723,3415.2826,3323.5646,3659.9021,3578.79,3597.1712,3710.1124,3710.2618,3640.2738,3623.8101,3839.9104,3795.6631,4009.6074,3998.9847,4013.7578,3717.3938,3628.3598,3828.3123,3873.9565,3906.9167,3861.2376,3940.7452,3984.9487,3873.8192,3615.4623,3422.1446,3466.4576,3328.3106,3268.2545,3409.0767,3494.5876,3493.9594,3327.3176,3327.3828,3397.3943,3349.9273,3355.327,3335.3316,3348.6352,3446.261,3601.1248,3658.4007,3631.8506,3684.9771,3319.6068
staked-ether,total_volumes,80232298.2324813,102364467.60206048,152251431.69346422,99314073.56826726,85088992.44272162,69514016.15953021,113717879.61337669,122233864.04135822,154381902.80378616,113603705.76300168,63218132.48311,108527667.69299679,87245821.5562218,168346153.6591624,107736703.49929242,128565769.03489642,198350482.37104005,146753155.77386266,102597703.03592218,89812691.31988375,211451772.7614417,302073066.9548546,122716727.69319417,266593406.55741128,148111733.88934517,355209360.28624666,171352208.56286386,175133146.55228367,150111456.00785276,151911622.34430787,171986156.86799765,191274928.17825153,105744327.26718213,150645625.91006118,145659649.9358172,115435689.1876013,147882735.89466494,127733413.09327012,92388873.1039098,55819736.88991543,54082294.354694255,86505833.20869873,70422668.84273626,29640947.900061782,53470909.76389417,47824191.20589149,45123726.84074244,37763630.63175989,47887357.65460263,64465481.03236148
stellar,market_caps,6967266802.621096,7444662643.769097,7763168564.950137,10203335041.676197,15396321991.621355,16154479892.59619,14539761531.623505,13146241399.738586,14470127656.958946,14877306137.172243,16565761890.034412,15858291836.371973,16623054461.996725,16196915161.256977,15377464626.531937,14673126090.91229,14217040991.312765,14910106332.903463,15144510447.276857,14939284948.398798,12427060449.938837,13085061343.680656,13171389626.191463,12818572654.411789,13157551977.522984,12819374753.574268,13067076092.575418,12699461269.938433,12975655636.82441,11926973336.453606,11252314136.806116,11290818185.41202,10708383813.483805,10769881951.651823,11181392744.390427,12138685559.120707,11602233897.831001,10732880824.888824,10567920174.921753,10766512131.486153,10248485701.749847,10014839858.015493,10066643122.170835,12796315987.26868,13208264804.273584,13650859272.70235,13721067866.13987,13404797476.71483,13538627120.685535,12579250633.698662
stellar,prices,0.2325,0.2482,0.2595,0.3398,0.5148,0.5382,0.4842,0.4377,0.481,0.4946,0.5508,0.5267,0.5592,0.5379,0.5108,0.4887,0.4716,0.495,0.5023,0.4959,0.4126,0.4341,0.436,0.4251,0.4362,0.4249,0.4324,0.4203,0.4289,0.3965,0.3719,0.374,0.3552,0.3558,0.3694,0.4014,0.3829,0.354,0.3492,0.3554,0.3385,0.3313,0.3324,0.4226,0.435,0.4495,0.4523,0.4417,0.4463,0.41274999999999995
